url_path,views_total,views_unique
/ing-gom/sts2-mod-translator,85,72
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode,4,3
/ing-gom/sts2-mod-translator/releases/tag/v1.16.0,4,1
/ing-gom/sts2-mod-translator/tree/main/docs,3,3
/ing-gom/sts2-mod-translator/blob/main/README.md,2,2
/ing-gom/sts2-mod-translator/branches,2,2
/ing-gom/sts2-mod-translator/tree/main,2,2
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Core,2,2
/ing-gom/sts2-mod-translator/blob/main/Sts2ModTranslatorCode/Core/AiKitWriter.cs,1,1
/ing-gom/sts2-mod-translator/blob/main/Sts2ModTranslatorCode/Core/AutoTranslator.cs,1,1
