url_path,views_total,views_unique
/ing-gom/sts2-mod-translator,150,104
/ing-gom/sts2-mod-translator/blob/main/README.md,8,7
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode,6,6
/ing-gom/sts2-mod-translator/tree/b4bdf2d55cb8817ad0fe7c9c491ac88de23af997,5,1
/ing-gom/sts2-mod-translator/releases,4,4
/ing-gom/sts2-mod-translator/releases/tag/v1.17.0,4,4
/ing-gom/sts2-mod-translator/tree/main/docs,4,4
/ing-gom/sts2-mod-translator/tree/main/testdata/Sts2GateTest_Translations,4,4
/ing-gom/sts2-mod-translator/tree/main/testdata/Sts2GateTest_Translations/translations/SoloGateTarget/kor,3,3
/ing-gom/sts2-mod-translator/fork,3,1
