url_path,views_total,views_unique
/ing-gom/sts2-card-advisor,43,27
/ing-gom/sts2-card-advisor/blob/main/README.ko.md,11,4
/ing-gom/sts2-card-advisor/blob/main/README.zh.md,4,4
/ing-gom/sts2-card-advisor/releases/tag/v1.16.0,4,4
/ing-gom/sts2-card-advisor/releases,4,2
/ing-gom/sts2-card-advisor/commit/7377eaa72ba0b384b5ea8854f733a76fed122696,3,3
/ing-gom/sts2-card-advisor/issues,2,2
/ing-gom/sts2-card-advisor/blob/main/README.md,1,1
/ing-gom/sts2-card-advisor/branches,1,1
/ing-gom/sts2-card-advisor/commits,1,1
