url_path,views_total,views_unique
/ing-gom/sts2-card-advisor,154,83
/ing-gom/sts2-card-advisor/blob/main/README.ko.md,36,21
/ing-gom/sts2-card-advisor/releases,23,10
/ing-gom/sts2-card-advisor/releases/tag/v1.14.1,9,7
/ing-gom/sts2-card-advisor/releases/tag/v1.8.0,7,6
/ing-gom/sts2-card-advisor/blob/main/README.zh.md,6,3
/ing-gom/sts2-card-advisor/graphs/traffic,5,1
/ing-gom/sts2-card-advisor/releases/tag/v1.13.0,4,3
/ing-gom/sts2-card-advisor/pulse,4,1
/ing-gom/sts2-card-advisor/issues,3,3
