url_path,views_total,views_unique
/ing-gom/sts2-card-advisor,31,25
/ing-gom/sts2-card-advisor/blob/main/README.ko.md,6,4
/ing-gom/sts2-card-advisor/releases,5,3
/ing-gom/sts2-card-advisor/releases/tag/v1.16.0,4,4
/ing-gom/sts2-card-advisor/blob/main/README.zh.md,3,2
/ing-gom/sts2-card-advisor/issues,2,2
/ing-gom/sts2-card-advisor/tree/main/spa,2,1
/ing-gom/sts2-card-advisor/actions,1,1
/ing-gom/sts2-card-advisor/blob/main/README.md,1,1
/ing-gom/sts2-card-advisor/blob/main/spa/data/dashboard.json,1,1
