url_path,views_total,views_unique
/ing-gom/Sts2SkinManager,90,68
/ing-gom/Sts2SkinManager/releases/tag/v0.27.1,11,10
/ing-gom/Sts2SkinManager/releases,9,8
/ing-gom/Sts2SkinManager/blob/main/README.ko.md,3,2
/ing-gom/Sts2SkinManager/blob/main/Sts2SkinManager-v0.11.4.zip,2,2
/ing-gom/Sts2SkinManager/tree/main/Sts2SkinManagerCode,2,2
/ing-gom/Sts2SkinManager/blob/main/docs/screenshots/character-select.png,2,1
/ing-gom/Sts2SkinManager/tree/main/docs/screenshots,2,1
/ing-gom/Sts2SkinManager/blob/main/NEXUS_DESCRIPTION.md,1,1
/ing-gom/Sts2SkinManager/blob/main/README.md,1,1
